Id,Predicted
0,979.9720247004971
1,962.2000323293564
2,410.11839861408725
3,1181.5218783955506
4,674.901142636545
5,1107.5262920625087
6,328.807392326249
7,1311.0744213213711
8,507.6862488902394
9,-416.71295479933315
10,1015.2982705349493
11,725.8178432928692
12,-166.23507937231489
13,1473.5493450766162
14,814.5949097088669
15,1472.1790829327801
16,-156.37381615060337
17,692.8316236670613
18,294.42598830524344
19,897.016536444978
20,1266.5542799485825
21,1323.5957336280776
22,879.6524053009775
23,945.2812882891347
24,466.67580308118954
25,1032.794131760541
26,1367.1160127707885
27,582.7981376377986
28,806.7837491319727
29,593.9723675436306
30,1565.8015584161785
31,1201.4772150570452
32,928.9221980389937
33,-191.67855562712725
34,586.3574991085209
35,167.0714248748734
36,945.005309451545
37,1060.120336673335
38,915.9141229722217
39,76.09285021032417
40,35.897821087519674
41,1094.4010789145252
42,1423.1584060829223
43,821.7734795962266
44,1183.7221194525391
45,182.05128312202748
46,1551.8302992902932
47,1281.497220913135
48,1595.3291390431332
49,1101.455037621039
50,1727.0503649482457
51,586.6091541930366
52,979.2447448435754
53,692.8981982488259
54,1322.1905225607045
55,1066.3121789208324
56,1629.9304885435895
57,-77.69520142838496
58,417.21388649616733
59,1019.2930792491455
60,480.58413342611436
61,1777.9075207881506
62,1182.5265796346314
63,329.0352078425793
64,1107.7629500831335
65,760.8923085125647
66,812.616460100332
67,733.7264129130136
68,-273.33474332465414
69,308.6559000098623
70,963.0244822809982
71,1298.8120737664744
72,49.359594778948235
73,-419.5139734384678
74,-445.9150485177929
75,1039.5509629688945
76,1308.6376425019207
77,855.7213443402793
78,714.6113822904481
79,6.487952999817139
80,1292.1585431177045
81,757.6719224026665
82,1619.9168245095616
83,197.24745524740342
84,1076.47273668267
85,899.3609606551578
86,696.4318430516298
87,135.87357728534042
88,522.2012979172308
89,942.5682257411153
90,152.43367272320654
91,301.33612080170076
92,789.5000583530882
93,748.9747675778452
94,594.5915293995088
95,1145.5755835285786
96,1513.46683184021
97,799.8926150215161
98,906.7380890896043
99,-84.48789142995997
100,674.9439628245834
101,181.39858653550323
102,1039.346775542648
103,923.4164896646658
104,382.0550299333139
105,147.53055980298586
106,478.5965805953572
107,620.9133571591414
108,111.09422148151032
109,755.6390021683477
110,1420.302525101813
111,-134.71898327993551
112,300.125172437193
113,197.33786879008505
114,-7.780411851834856
115,65.08775296414376
116,1664.9320593541493
117,1326.4618323186655
118,499.3244887987569
119,699.4245135699053
120,1036.9571265603508
121,591.5210458451422
122,195.93750315127
123,495.6804669267053
124,510.68317055577836
125,870.7346347723212
126,457.8856922956777
127,759.780690703278
128,1324.7761044901204
129,1313.465060921079
130,379.11618928787436
131,1010.1130259632769
132,1250.191612887661
133,961.5761953976497
134,1224.2001386739157
135,-190.040799286214
136,575.6278214167352
137,1486.7306699627488
138,387.7893463009001
139,65.75612460599166
140,796.2712242305695
141,958.076076322964
142,1253.4547735779206
143,-221.80736262545815
144,752.7637092564537
145,295.3271508230166
146,1145.517409252273
147,665.6287475992805
148,711.6279260220352
149,410.0834627044296
150,1150.2967011342002
151,602.5852220007764
152,218.4383188550587
153,393.55979016571087
154,1185.614303155423
155,842.5020467367062
156,1019.4275143252625
157,-34.22606933885879
158,313.3311860727234
159,256.46654333348556
160,1200.0234529188465
161,252.0181668170418
162,486.2572459532216
163,859.7022646257875
164,637.8605508354026
165,578.7646627112242
166,1450.9804430111662
167,1307.7807280676602
168,1268.8720441813575
169,1466.7644055089118
170,179.41134842322992
171,1445.3232575549869
172,314.37460095056645
173,895.1630982391781
174,319.11200441989456
175,95.15760657866133
176,1103.8508027638595
177,932.8233877259049
178,542.2112625006879
179,794.6993424530316
180,781.7196747305904
181,677.6088354135484
182,1040.4417727825305
183,931.7770681287602
184,186.739394387503
185,1203.6217586816206
186,374.9938543440578
187,1252.0450741057207
188,703.0800834942974
189,89.10089832434744
190,180.96327475735154
191,998.2430463246018
192,1048.366475947179
193,598.7169807653688
194,888.9575420889577
195,454.739764206706
196,990.6627413647628
197,1315.9970214577552
198,-249.23361662977766
199,879.5538073471818
200,-192.3208229592923
201,93.07937303400797
202,204.72685037758413
203,-188.94606524123333
204,1303.8443818997891
205,304.9067472427189
206,1238.2745191056558
207,1193.7560402629533
208,-136.19888084673528
209,195.38645993672844
210,-46.09198890597895
211,1202.0853889489374
212,210.31765153123047
213,840.2911869116258
214,51.150950230611556
215,182.68073211338026
216,306.4587487117502
217,856.5395571108751
218,1123.2175307650066
219,782.2092152527723
220,537.2096351100693
221,193.92678715968543
222,1314.155572749376
223,904.5255990057749
224,1260.9338548211626
225,983.3290423369436
226,718.6307764338397
227,716.6248274637592
228,648.5614010860919
229,1102.6650740679788
230,491.46059946202
231,1534.1240195250507
232,1476.97470306812
233,533.1692934364808
234,427.9278757267941
235,718.8031603853062
236,587.7112445560637
237,1173.738349028923
238,1619.0926522946556
239,382.9062296066211
240,680.5966674926859
241,647.0122725229219
242,1232.2352415157998
243,797.3010312839967
244,734.3859334210429
245,747.49133622647
246,-11.75944636500435
247,301.2501396749633
248,493.9676903071106
249,603.9223174572257
250,383.4670870027012
251,1349.7408224744574
252,1736.7511317016456
253,568.9779122171389
254,956.3071008681355
255,1319.6949005857764
256,432.62771189293824
257,1190.1051156966064
258,1334.7027892382857
259,926.9579055684372
260,707.0173610374638
261,1269.1590319076267
262,1103.5432587158962
263,337.9616488600433
264,1119.4161237536396
265,-52.22245256622068
266,730.2141607571133
267,638.0656892862775
268,785.5598296453427
269,308.0024090178109
270,1076.010713862893
271,378.28500245540795
272,429.465219088547
273,-12.741659751631573
274,1148.409535775841
275,242.52862712369551
276,905.1021311493593
277,538.3350765070395
278,298.0927404078484
279,747.8697246412432
280,35.78620941734516
281,345.7893430593856
282,732.3589501008059
283,1033.9008598130918
284,277.59830391483354
285,576.991742705283
286,1590.7370357599766
287,611.2978519349476
288,80.89279987779264
289,1275.7372514697222
290,668.0867840045266
291,692.8601502862803
292,873.4890997414622
293,72.53102129469642
294,624.0711473343895
295,605.1304797214498
296,1398.100210982148
297,609.8297200703772
298,1135.4658391991748
299,62.4339136426463
300,553.6473432330097
301,927.6356657962658
302,686.8547671743697
303,96.96431671244818
304,510.2856461320928
305,70.99506721547255
306,701.4824938124264
307,578.2679211389662
308,632.6224898364749
309,636.3372899684783
310,1553.6072807645173
311,371.0123060289327
312,1040.6465674191397
313,613.8216948577641
314,841.3942743928849
315,52.11804243553638
316,1606.1990784979475
317,270.99224123049544
318,1134.9971255914172
319,1420.222754959368
320,1100.41328472948
321,-125.14948544679783
322,936.0415201052307
323,951.734576378208
324,963.4423770150141
325,646.9064928474983
326,606.4326192977979
327,466.0726858059245
328,461.37809993313954
329,945.758013290476
330,720.3652481266059
331,704.6931659541871
332,1421.3457009646522
333,282.44176192131613
334,1329.9501821643785
335,696.8524383193951
336,264.9521806043913
337,1665.9056268666295
338,395.9034073911778
339,-209.83245630210706
340,531.4572976488789
341,1050.5953165436454
342,740.0263381151262
343,632.3403234459715
344,1610.8865406889336
345,1153.6326922525977
346,1180.8554373011766
347,646.6123357801619
348,1715.8643257166873
349,876.9878261727107
350,846.2633401068817
351,363.6534533150548
352,865.0836120249757
353,1054.4905219497987
354,1439.4168364328784
355,576.6346940331622
356,1439.1635616648787
357,-558.3516285137014
358,77.62654711869516
359,972.3076189228633
360,1220.948988309875
361,821.6115980548861
362,106.62498129851292
363,285.31351558046475
364,444.70716041173273
365,1455.8692361533326
366,418.18234141131904
367,992.0667226626767
368,849.9418098850398
369,821.4978774991501
370,617.9162483631837
371,39.73635293713278
372,827.5362271062872
373,459.91132811777936
374,132.93643390422938
375,845.3559887351914
376,1082.8429799835437
377,1419.565716691572
378,954.3881601582835
379,793.5375010440523
380,521.0365931049595
381,566.884012437295
382,371.6981614633893
383,1179.483444099852
384,1018.7085374833555
385,302.0591613028853
386,234.09576581024533
387,675.6351267127764
388,1235.6383083893452
389,1289.8761562487448
390,820.4205765247751
391,941.7112783041472
392,834.9945013759664
393,567.4680509208596
394,832.0871301738052
395,1679.511426328403
396,54.92843896343027
397,629.5617304492762
398,855.0359680634806
399,623.3508168126351
400,1103.9490968672283
401,79.4619138220844
402,599.3249910763683
403,1053.1205661810186
404,704.3265916778684
405,486.0505954141754
406,422.45259518894636
407,1269.0014679792162
408,685.3110470752572
409,834.7171577320698
410,972.2280631673249
411,654.9580939139911
412,1515.671529267786
413,1133.085277484542
414,590.003622663888
415,1378.0246719462316
416,686.9340388517187
417,696.0203320913347
418,513.7906836944223
419,573.4831731880895
420,1119.5716815664161
421,1436.526356292352
422,1596.423188917036
423,1460.1371188579906
424,450.2532127677089
425,299.43341674722717
426,1233.1784975627656
427,780.4615287062775
428,513.9342703289553
429,1273.0100623322628
430,896.7186829759479
431,599.8565823923796
432,538.5686013890397
433,1235.6114341946395
434,395.1181811791896
435,568.730161385742
436,554.8452502256856
437,-48.25201818435198
438,1154.0644568770251
439,609.294497287605
440,1393.3511867153543
441,598.0906490289883
442,1053.206582811587
443,867.4534006420769
444,580.1332966827754
445,-13.300353205655597
446,608.4139699395298
447,561.9395561041053
448,656.1460017926306
449,570.8102125027499
450,579.7596210365845
451,602.1496320774877
452,546.9564630167232
453,898.5445195365531
454,935.1182238774846
455,654.5017033532074
456,465.2009430404512
457,-61.241279746824375
458,1379.7352102274558
459,553.3917253762567
460,647.9231312338408
461,1174.9693607245085
462,1344.7830592331097
463,735.5237768877794
464,198.49245931592225
465,1095.535185797653
466,637.1212711870444
467,-24.53993553819032
468,562.3741914198293
469,1724.5217200120842
470,-114.55481910994763
471,571.8608702369226
472,1104.2040826342018
473,393.16904841356745
474,338.17124899257
475,217.88767248937154
476,656.5395262922914
477,578.4966955419242
478,749.5706999368565
479,457.3534066853166
480,1386.041822548883
481,1687.5444199544413
482,278.5960134621389
483,1366.7672424653879
484,1253.0056287265302
485,1028.649218577978
486,967.7680913545569
487,663.5913157374689
488,554.588417542421
489,575.5965621957604
490,411.84018404418623
491,504.8974017117124
492,488.5491192490407
493,-53.589727512624904
494,222.3818754779345
495,960.8768300877534
496,915.823628664975
497,9.885759927622644
498,1324.64154733639
499,704.2860953144193
500,221.8521954954217
501,364.49082763575905
502,125.90129680399662
503,766.5577199350548
504,976.1413095286865
505,147.09928830533374
506,1154.29000007514
507,73.70256455923175
508,481.135767907654
509,524.8428179927115
510,1030.572812443249
511,1220.359656788838
512,335.6528035154646
513,1536.5903238532414
514,323.50691014457914
515,347.6930171732928
516,609.8943755669131
517,175.45293044997265
518,1736.050963847597
519,1263.9151682012657
520,506.44582845264324
521,940.6285257044934
522,699.1353082843219
523,985.1930182276337
524,-112.4522167647574
525,1318.7023117242443
526,88.09244717634658
527,533.9773629110356
528,430.46501371814736
529,-96.7143770878588
530,322.5482303901093
531,953.7752863079395
532,478.91641932828816
533,553.524090454312
534,792.4985922563881
535,980.3009367267053
536,1194.5126958925352
537,-15.348049801821958
538,471.4846116722032
539,1127.7491381359748
540,458.5014020461856
541,492.2562059989806
